Size, Colors, ID, Beam Size, Nodes Explored, Runtime, Solution
10,8,0,12,4398,1108, [7 3 0 7 5 2 0 4 3 7 6 1 5 0 2 7 4 6]
10,8,1,12,7970,1347, [6 1 6 7 1 2 7 3 4 5 0 2 7 1 5 3 4 6]
10,8,2,12,6358,1405, [5 4 1 7 2 7 6 3 5 7 6 3 1 6 2 4 0 5]
10,8,3,12,62571,16320, [4 0 3 1 0 7 3 2 6 1 5 4 0 6 1 2 5 3 7 4]
10,8,4,12,23134,5569, [6 5 4 1 3 2 7 6 5 2 7 3 6 4 1 2 0]
15,4,0,12,289,64, [3 1 2 3 0 3 2 3 2 1 0 3 1 0 3 1 2]
15,4,1,12,175,30, [2 3 1 0 2 3 1 3 2 3 0 3 2 1]
15,4,2,12,259,50, [1 3 2 1 2 1 0 3 0 1 0 2 0 1 2 3]
15,4,3,12,152,28, [3 2 3 1 3 1 0 2 1 3 0 2 3 0 1]
15,4,4,12,782,196, [1 3 0 1 2 1 2 3 0 1 3 0 3 1 2 0 3 1]
15,5,0,12,2069,755, [3 1 2 4 1 2 0 4 1 0 2 0 1 3 4 2 1 3 0]
15,5,1,12,188,58, [1 4 3 4 2 4 3 0 1 2 3 4 2 1 0]
15,5,2,12,592,222, [4 0 2 3 4 0 4 2 3 0 1 4 3 0 3 2 1 4]
15,5,3,12,2344,786, [0 4 0 3 2 1 0 2 4 0 2 1 3 4 1 4 2 0]
15,5,4,12,1203,342, [0 4 1 3 1 0 4 2 0 3 4 0 2 0 1 4 0 2 3]
15,6,0,12,9812,5263, [4 5 1 0 5 2 4 3 0 4 1 3 2 0 5 3 4 0 5 2 1]
15,6,1,12, DNF, --, --
15,6,2,12, DNF, --, --
15,6,3,12, DNF, --, --
15,6,4,12, DNF, --, --
15,7,0,12, DNF, --, --
15,7,1,12, DNF, --, --
15,7,2,12, DNF, --, --
20,4,0,12,3354,965,Ê[2 1 3 2 1 2 3 2 3 2 1 0 2 1 0 2 0 1 2 0 3]
20,4,1,12,908,277,Ê[1 2 1 3 2 3 0 2 0 2 1 3 0 3 1 2 0 3 0 2 1]
20,4,2,12,175,33,Ê[1 2 0 3 2 1 3 1 3 2 3 0 1 2 3]
20,4,3,12,999,320,Ê[0 2 0 1 2 1 2 0 2 1 3 0 1 3 0 2 1 0 3 2]
20,4,4,12,580,151,Ê[1 0 1 3 2 0 2 0 2 0 2 1 2 0 2 1 0 3 1 2]
20,5,0,12,43435,22926,Ê[4 3 0 4 2 1 2 1 2 4 2 3 1 3 4 0 3 2 4 3 2 4 1 3 0]
20,5,1,12,4912,2158,Ê[0 4 1 3 0 4 3 1 0 3 2 0 3 4 1 0 4 3 1 0 2 4]
20,5,2,12,220439,157146,Ê[4 2 3 2 3 2 1 2 0 2 3 1 2 4 3 1 4 1 2 0 4 0 1 3 4 2]
20,5,3,12,29340,19306,Ê[4 0 2 4 2 1 2 4 1 0 2 0 4 2 3 0 2 3 1 4 1 2 3 1 0 4]
20,5,4,12,1830,1602,Ê[4 1 4 0 2 4 3 1 0 4 1 2 3 4 1 0 2 4 3]
20,6,0,12,ÊDNF,Ê--,Ê--
20,6,1,12,ÊDNF,Ê--,Ê--
20,6,2,12,ÊDNF,Ê--,Ê--
20,6,3,12,ÊDNF,Ê--,Ê--
20,6,4,12,ÊDNF,Ê--,Ê--
25,4,0,12,323,141,Ê[2 3 2 1 2 0 2 0 3 2 0 2 3 1 3 2 1 3 0 2 1]
25,4,1,12,601,317,Ê[2 1 2 1 0 1 2 1 0 3 2 0 1 2 0 1 3 1 3 2 3 0 1]
25,4,2,12,5319,2825,Ê[1 2 0 3 1 3 0 3 1 2 0 2 0 3 2 1 2 0 1 3 2 1 0 3]
25,4,3,12,5358,3139,Ê[3 0 1 3 1 0 2 3 2 1 0 3 1 2 3 2 1 0 2 1 3 0 1 2]
25,4,4,12,1438,768,Ê[0 2 3 2 1 2 3 1 3 0 1 3 0 2 3 0 3 2 1 0 2 1 3]
25,5,0,12,25939,22753,Ê[3 1 0 3 0 4 0 3 0 4 0 2 3 1 4 0 3 1 0 4 1 3 4 0 1 2]
25,5,1,12,27159,30898,Ê[2 0 1 3 4 1 4 0 3 2 4 0 2 0 1 4 1 3 0 2 1 4 1 3 4 0 1 2]
25,5,2,12,ÊDNF,Ê--,Ê--
25,5,3,12,ÊDNF,Ê--,Ê--
25,5,4,12,ÊDNF,Ê--,Ê--
25,6,0,12,ÊDNF,Ê--,Ê--
25,6,1,12,ÊDNF,Ê--,Ê--
25,6,2,12,ÊDNF,Ê--,Ê--
25,6,3,12,ÊDNF,Ê--,Ê--
25,6,4,12,ÊDNF,Ê--,Ê--
,,,,,,
,,,,,,
,,,solved,78,,
,,,total,98,,
,,,percentage,0.795918367,,
