Size, Colors, ID, Beam Size, Nodes Explored, Runtime, Solution
25,4,1,12,57105,26524,Ê[2 1 2 1 0 1 2 1 0 3 2 0 1 2 0 1 3 1 3 2 3 0 1]
25,4,2,12,262142,111726,Ê[1 2 0 2 1 0 2 1 3 1 0 2 1 0 3 1 2 1 0 3 2 0 1 3]
25,4,3,12,625973,222913,Ê[3 0 1 3 1 0 2 3 2 1 0 3 1 2 3 2 3 1 2 0 3 1 3 0 2]
25,4,4,12,95453,35808,Ê[0 2 3 2 1 2 3 1 3 0 1 3 0 2 3 0 3 2 1 0 2 1 3]
25,5,0,12,ÊDNF,Ê--,Ê--
25,5,1,12,ÊDNF,Ê--,Ê--
25,5,2,12,ÊDNF,Ê--,Ê--
25,5,3,12,ÊDNF,Ê--,Ê--
25,5,4,12,ÊDNF,Ê--,Ê--
25,6,0,12,ÊDNF,Ê--,Ê--
25,6,1,12,ÊDNF,Ê--,Ê--
25,6,2,12,ÊDNF,Ê--,Ê--
25,6,3,12,ÊDNF,Ê--,Ê--
25,6,4,12,ÊDNF,Ê--,Ê--
